name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Morocco,2018-12-10,18,7,12.4,18,7,12.4,10,85.6,0,0,0,,0,0,16.6,11.2,232,1024.2,28,4.5,131.8,11.3,5,,2018-12-10T08:21:53,2018-12-10T18:18:16,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60120099999,60135099999,GMME"
Morocco,2018-12-11,17.8,10,14.1,17.8,9.6,14.1,10.3,78.9,0,0,0,,0,0,22,11.2,196.3,1024.1,78,6.6,101.9,8.9,4,,2018-12-11T08:22:37,2018-12-11T18:18:27,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60135099999,remote,GMME"
Morocco,2018-12-12,19,9,13.5,19,8.5,13.5,10.2,81.5,0,0,0,,0,0,18,11.2,219.5,1023.3,70.5,5.7,113.8,9.8,5,,2018-12-12T08:23:21,2018-12-12T18:18:40,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60135099999,GMME"
Morocco,2018-12-13,18,13.8,15.1,18,13.8,15.1,10.6,75,5,100,4.17,rain,0,0,58,37.1,244.9,1021.8,88.7,6.6,55.7,4.7,3,,2018-12-13T08:24:03,2018-12-13T18:18:55,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60135099999,remote,GMME"
Morocco,2018-12-14,17,8.1,12.4,17,8.1,12.4,8.2,77.3,9,100,8.33,rain,0,0,21.2,16.6,22.7,1026.4,48.5,8.3,91.3,7.7,4,,2018-12-14T08:24:44,2018-12-14T18:19:11,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60135099999,GMME"
Morocco,2018-12-15,18.1,8,12,18.1,7.4,11.8,7.4,74.9,0,0,0,,0,0,25.2,13,90.4,1027.1,0.1,9.8,135.6,11.8,5,,2018-12-15T08:25:23,2018-12-15T18:19:30,0.25,Clear,Clear conditions throughout the day.,clear-day,"60135099999,GMME"
Morocco,2018-12-16,19,7,12.3,19,7,12.2,9.6,84.6,0,0,0,,0,0,19.1,11.2,55.4,1026.3,4,8.6,125.4,10.8,5,,2018-12-16T08:26:02,2018-12-16T18:19:50,0.3,Clear,Clear conditions throughout the day.,clear-day,"60135099999,GMME"
Morocco,2018-12-17,18.9,8,12.4,18.9,8,12.3,9.5,83.8,0,0,0,,0,0,23.4,104,44.3,1025.7,20.6,7.9,131.9,11.5,5,,2018-12-17T08:26:39,2018-12-17T18:20:12,0.33,Partially cloudy,Partly cloudy throughout the day.,wind,"60135099999,GMME"
Morocco,2018-12-18,20,9,13.2,20,9,13,9.8,81.1,0,0,0,,0,0,21.6,16.6,199.3,1023.8,3.3,9.4,133.7,11.7,5,,2018-12-18T08:27:15,2018-12-18T18:20:35,0.36,Clear,Clear conditions throughout the day.,clear-day,"60135099999,remote,GMME"
Morocco,2018-12-19,19,11,14.1,19,11,14.1,12,88,0,0,0,,0,0,16.9,11.2,196.8,1025.2,52.7,4.8,118,10.1,5,,2018-12-19T08:27:49,2018-12-19T18:21:01,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60135099999,GMME"
Morocco,2018-12-20,16.9,9,13.1,16.9,9,13.1,10.1,82.9,0,0,0,,0,0,25.2,14.8,48.4,1026.6,59.2,5.1,114.2,9.9,5,,2018-12-20T08:28:22,2018-12-20T18:21:28,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60135099999,GMME"
Morocco,2018-12-21,19,7,11.7,19,7,11.6,8.4,81.5,0,0,0,,0,0,25.2,18.4,54.2,1027.4,24.3,7.6,135.7,11.7,6,,2018-12-21T08:28:54,2018-12-21T18:21:56,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60135099999,GMME"
Morocco,2018-12-22,20,5,11.5,20,5,11.4,8.3,82.4,0,0,0,,0,0,18,9.4,169.7,1026.5,8.8,9.1,136.9,11.9,6,,2018-12-22T08:29:23,2018-12-22T18:22:26,0.5,Clear,Clear conditions throughout the day.,clear-day,"60135099999,GMME"
Morocco,2018-12-23,20.8,8,12.8,20.8,8,12.8,8.8,78.3,0,0,0,,0,0,19.8,9.4,118.5,1026.6,20.2,7.1,136.4,11.9,6,,2018-12-23T08:29:52,2018-12-23T18:22:58,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60135099999,GMME"
Morocco,2018-12-24,19,6,11.6,19,6,11.5,9,85.4,0,0,0,,0,0,16.2,7.6,138.7,1025,37.8,6,123.7,10.6,5,,2018-12-24T08:30:19,2018-12-24T18:23:32,0.56,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60135099999,GMME"
Morocco,2018-12-25,21,7,12.8,21,7,12.7,9.5,82,0,0,0,,0,0,17.3,9.4,97.5,1024.1,46.5,7.9,129.8,11.1,5,,2018-12-25T08:30:44,2018-12-25T18:24:06,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60135099999,remote,GMME"
Morocco,2018-12-26,17.2,7,11.1,17.2,6.2,11,8.1,82.9,0,0,0,,0,0,18,11.2,54.1,1025.6,28.8,7,136.4,11.6,6,,2018-12-26T08:31:08,2018-12-26T18:24:43,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60135099999,remote,GMME"
Morocco,2018-12-27,17,7,11.3,17,6.8,10.9,8.4,83.4,0,0,0,,0,0,17.6,11.2,87.1,1025.5,39.1,7.5,108,9.2,5,,2018-12-27T08:31:29,2018-12-27T18:25:20,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60135099999,GMME"
Morocco,2018-12-28,17,8,12.2,17,8,12.1,10,87,0,0,0,,0,0,21.2,14.8,57.6,1024.8,51.7,4.7,100.5,8.6,4,,2018-12-28T08:31:50,2018-12-28T18:25:59,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60135099999,GMME"
Morocco,2018-12-29,17,7,10.6,17,6.2,10.3,7.6,83.5,0.2,100,4.17,rain,0,0,23.8,18.4,77,1020.6,38.2,4.1,102,8.7,5,,2018-12-29T08:32:08,2018-12-29T18:26:40,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"60146099999,60135099999,GMME"
Morocco,2018-12-30,20,5,11.1,20,3.9,10.9,6.2,74.7,0,0,0,,0,0,20.2,11.2,116.2,1019.7,21.6,8.6,136.4,11.6,6,,2018-12-30T08:32:25,2018-12-30T18:27:21,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60135099999,GMME"
Morocco,2018-12-31,17,3.1,9.7,17,2.8,9.6,5.8,77.9,0,0,0,,0,0,19.8,9.4,66.6,1024.9,14.2,9.8,141,12.2,6,,2018-12-31T08:32:40,2018-12-31T18:28:04,0.8,Clear,Clear conditions throughout the day.,clear-day,"60135099999,remote,GMME"
Morocco,2019-01-01,18,4.9,10.3,18,3.9,10.2,6,76.4,0,0,0,,0,0,14.8,9.4,150,1028.6,40.1,8.2,139.6,12,6,,2019-01-01T08:32:53,2019-01-01T18:28:49,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60135099999,GMME"
Morocco,2019-01-02,17,6,10.4,17,5.1,10.2,7.4,83.1,0,0,0,,0,0,15.8,11.2,81.1,1028.6,46.1,6.8,133.2,11.4,6,,2019-01-02T08:33:05,2019-01-02T18:29:34,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60120099999,60135099999,GMME"
Morocco,2019-01-03,17.8,6,10.1,17.8,4,9.5,6.6,81,0,0,0,,0,0,21.2,14.8,81.3,1024.9,22.6,7.4,139.9,12.1,6,,2019-01-03T08:33:14,2019-01-03T18:30:20,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,remote,GMME"
Morocco,2019-01-04,16,4,9.3,16,2.8,8.8,6.1,81.5,0,0,0,,0,0,17.6,9.4,137.1,1025.7,1.4,7.3,141.3,12,6,,2019-01-04T08:33:22,2019-01-04T18:31:08,0.94,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,GMME"
Morocco,2019-01-05,17,4,9.7,17,2.8,9.1,5.4,76.7,0,0,0,,0,0,18,9.4,121.2,1028.8,5.6,8.2,143.1,12.4,6,,2019-01-05T08:33:28,2019-01-05T18:31:56,0.98,Clear,Clear conditions throughout the day.,clear-day,"60120099999,60135099999,GMME"
Morocco,2019-01-06,16.2,1.8,8.6,16.2,1.7,8.2,4.2,76.1,0,0,0,,0,0,15.5,9.4,122.9,1028.8,11.9,8.6,145.7,12.5,6,,2019-01-06T08:33:32,2019-01-06T18:32:46,0,Clear,Clear conditions throughout the day.,clear-day,"60120099999,60135099999,GMME"
