name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Morocco,1999-02-16,16.9,4.9,9.6,16.9,2.3,8.0,2.3,64.1,0.0,0.0,0.0,,,,,25.9,86.6,1023.0,22.0,9.1,,,,,1999-02-16T07:11:36,1999-02-16T18:11:46,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,60135099999
Morocco,1999-02-17,17.1,5.1,10.0,17.1,3.5,8.9,4.1,69.7,0.0,0.0,0.0,,,,,18.4,76.7,1024.1,5.0,10.0,,,,,1999-02-17T07:10:33,1999-02-17T18:12:42,0.04,Clear,Clear conditions throughout the day.,clear-day,60135099999
Morocco,1999-02-18,17.1,6.1,9.5,17.1,3.7,8.5,7.0,85.0,0.0,0.0,0.0,,,,,14.8,214.5,1025.9,22.0,8.9,,,,,1999-02-18T07:09:29,1999-02-18T18:13:37,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,60135099999
Morocco,1999-02-19,16.6,7.1,11.3,16.6,5.7,11.0,10.1,92.7,0.0,0.0,0.0,,,,,14.8,332.5,1028.8,31.1,2.2,,,,,1999-02-19T07:08:24,1999-02-19T18:14:31,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,60135099999
Morocco,1999-02-20,16.0,7.1,11.4,16.0,7.1,11.3,10.0,92.1,0.0,0.0,0.0,,,,,14.8,306.7,1030.3,31.7,2.6,,,,,1999-02-20T07:07:17,1999-02-20T18:15:26,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,60135099999
Morocco,1999-02-21,16.0,8.1,12.2,16.0,6.7,12.0,10.6,90.6,0.0,0.0,0.0,,,,,11.2,267.0,1029.4,70.0,3.7,,,,,1999-02-21T07:06:10,1999-02-21T18:16:20,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,60135099999
Morocco,1999-02-22,16.2,9.1,12.2,16.2,7.3,11.9,10.3,88.2,0.0,0.0,0.0,,,,,14.8,236.9,1026.8,61.4,6.6,,,,,1999-02-22T07:05:02,1999-02-22T18:17:13,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,60135099999
Morocco,1999-02-23,17.9,9.1,14.5,17.9,9.1,14.5,11.9,84.9,0.0,0.0,0.0,,,,,14.8,280.6,1024.7,56.7,5.4,,,,,1999-02-23T07:03:53,1999-02-23T18:18:07,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,60135099999
Morocco,1999-02-24,18.1,9.4,13.5,18.1,9.4,13.5,10.8,85.2,0.0,0.0,0.0,,,,,25.9,275.0,1022.5,55.3,6.1,,,,,1999-02-24T07:02:44,1999-02-24T18:18:59,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,60135099999
Morocco,1999-02-25,13.4,9.1,12.0,13.4,8.0,11.9,10.2,88.9,0.0,0.0,0.0,,,,,25.9,253.7,1014.9,88.7,6.2,,,,,1999-02-25T07:01:33,1999-02-25T18:19:52,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,60135099999
Morocco,1999-02-26,15.1,6.7,10.7,15.1,4.9,9.9,7.5,81.5,0.0,0.0,0.0,,,,,14.8,247.1,1012.4,60.0,9.2,,,,,1999-02-26T07:00:21,1999-02-26T18:20:44,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,60135099999
Morocco,1999-02-27,14.1,10.1,11.3,14.1,10.1,11.3,10.4,94.4,0.0,0.0,0.0,,,,,22.3,250.6,1012.6,88.8,6.1,,,,,1999-02-27T06:59:09,1999-02-27T18:21:36,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,60135099999
Morocco,1999-02-28,14.1,8.6,11.0,14.1,7.4,10.9,9.7,91.9,0.0,0.0,0.0,,,,,14.8,245.6,1017.7,77.3,6.1,,,,,1999-02-28T06:57:56,1999-02-28T18:22:27,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,60135099999
Morocco,1999-03-01,18.3,6.1,11.3,18.3,5.7,11.1,9.2,88.4,0.0,0.0,0.0,,,,,14.8,11.5,1024.6,14.6,6.2,,,,,1999-03-01T06:56:42,1999-03-01T18:23:19,0.47,Clear,Clear conditions throughout the day.,clear-day,60135099999
Morocco,1999-03-02,19.1,8.1,13.8,19.1,8.1,13.8,9.7,79.4,0.0,0.0,0.0,,,,,22.3,41.5,1024.5,45.0,6.8,,,,,1999-03-02T06:55:28,1999-03-02T18:24:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,60135099999
Morocco,1999-03-03,16.9,9.1,13.1,16.9,9.1,13.1,11.2,89.2,0.0,0.0,0.0,,,,,18.4,275.2,1021.1,69.2,4.5,,,,,1999-03-03T06:54:13,1999-03-03T18:25:00,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,60135099999
